image_path,variant,count,class,landmarks
/app/alphabet/images/z/hand2_z_top_seg_2_cropped.jpeg,orig,855,z,"[{'x': 0.5871016979217529, 'y': 0.7948060631752014, 'z': 1.202054704663169e-07}, {'x': 0.6706289052963257, 'y': 0.6618623733520508, 'z': -0.06888497620820999}, {'x': 0.6857518553733826, 'y': 0.4969210624694824, 'z': -0.0924689918756485}, {'x': 0.5746073722839355, 'y': 0.39264950156211853, 'z': -0.11329513788223267}, {'x': 0.4665389060974121, 'y': 0.4188354015350342, 'z': -0.13031087815761566}, {'x': 0.5388023853302002, 'y': 0.3571523129940033, 'z': -0.01594017632305622}, {'x': 0.4762479364871979, 'y': 0.20661838352680206, 'z': -0.05057362839579582}, {'x': 0.4273391366004944, 'y': 0.11862370371818542, 'z': -0.06873132288455963}, {'x': 0.38147592544555664, 'y': 0.045150578022003174, 'z': -0.08459775894880295}, {'x': 0.4456758499145508, 'y': 0.4078826308250427, 'z': -0.0202548298984766}, {'x': 0.3729584217071533, 'y': 0.28157392144203186, 'z': -0.1036703884601593}, {'x': 0.4446339011192322, 'y': 0.3813742697238922, 'z': -0.12859147787094116}, {'x': 0.4898950755596161, 'y': 0.4421415328979492, 'z': -0.11588430404663086}, {'x': 0.3799411952495575, 'y': 0.47924330830574036, 'z': -0.031111720949411392}, {'x': 0.3324763774871826, 'y': 0.4138788878917694, 'z': -0.12617215514183044}, {'x': 0.42626166343688965, 'y': 0.5071830749511719, 'z': -0.11628327518701553}, {'x': 0.46787792444229126, 'y': 0.5597366690635681, 'z': -0.07654048502445221}, {'x': 0.3234483003616333, 'y': 0.569294810295105, 'z': -0.04715794324874878}, {'x': 0.28667306900024414, 'y': 0.5051160454750061, 'z': -0.1066313087940216}, {'x': 0.364890992641449, 'y': 0.5539498925209045, 'z': -0.0840117409825325}, {'x': 0.4041858911514282, 'y': 0.5934388041496277, 'z': -0.0483684279024601}]"
/app/alphabet/images/z/hand4_z_bot_seg_3_cropped.jpeg,orig,856,z,"[{'x': 0.6435537338256836, 'y': 0.7521170377731323, 'z': 4.4659095976840035e-08}, {'x': 0.7337244749069214, 'y': 0.633069634437561, 'z': -0.08541665226221085}, {'x': 0.747687578201294, 'y': 0.4561019539833069, 'z': -0.1288284957408905}, {'x': 0.6528246998786926, 'y': 0.35131487250328064, 'z': -0.165701761841774}, {'x': 0.5167893171310425, 'y': 0.332783043384552, 'z': -0.1996772289276123}, {'x': 0.5213491320610046, 'y': 0.3148730993270874, 'z': -0.06857278198003769}, {'x': 0.411141574382782, 'y': 0.17337580025196075, 'z': -0.13626110553741455}, {'x': 0.32587742805480957, 'y': 0.09274649620056152, 'z': -0.1732848733663559}, {'x': 0.2403743714094162, 'y': 0.0340135395526886, 'z': -0.19938136637210846}, {'x': 0.4329015016555786, 'y': 0.3854650557041168, 'z': -0.07306020706892014}, {'x': 0.39402154088020325, 'y': 0.25719714164733887, 'z': -0.18731628358364105}, {'x': 0.5177158117294312, 'y': 0.3669615685939789, 'z': -0.2166539430618286}, {'x': 0.5611756443977356, 'y': 0.43398064374923706, 'z': -0.20613273978233337}, {'x': 0.37254101037979126, 'y': 0.47237905859947205, 'z': -0.08513308316469193}, {'x': 0.3585137128829956, 'y': 0.38858896493911743, 'z': -0.21782034635543823}, {'x': 0.4936679005622864, 'y': 0.50267094373703, 'z': -0.19379210472106934}, {'x': 0.5219784379005432, 'y': 0.5621379613876343, 'z': -0.14104251563549042}, {'x': 0.3151920437812805, 'y': 0.5785869359970093, 'z': -0.10181356966495514}, {'x': 0.31077659130096436, 'y': 0.5022287368774414, 'z': -0.19678054749965668}, {'x': 0.4296976625919342, 'y': 0.569408655166626, 'z': -0.16768407821655273}, {'x': 0.4601278305053711, 'y': 0.6130092144012451, 'z': -0.12298473715782166}]"
/app/alphabet/images/z/hand1_z_top_seg_3_cropped.jpeg,orig,857,z,"[{'x': 0.6038763523101807, 'y': 0.7648634910583496, 'z': -1.469786496954839e-07}, {'x': 0.6864332556724548, 'y': 0.6877122521400452, 'z': -0.1064770519733429}, {'x': 0.657495379447937, 'y': 0.4831693768501282, 'z': -0.14325691759586334}, {'x': 0.5089654326438904, 'y': 0.350835919380188, 'z': -0.16714727878570557}, {'x': 0.3732793927192688, 'y': 0.31658798456192017, 'z': -0.183335542678833}, {'x': 0.5204691886901855, 'y': 0.34737011790275574, 'z': -0.054988276213407516}, {'x': 0.4087832570075989, 'y': 0.20444966852664948, 'z': -0.1258152723312378}, {'x': 0.32851773500442505, 'y': 0.11972737312316895, 'z': -0.14510774612426758}, {'x': 0.25172144174575806, 'y': 0.04604685306549072, 'z': -0.15395815670490265}, {'x': 0.4286540150642395, 'y': 0.4200482666492462, 'z': -0.04156223684549332}, {'x': 0.3284081220626831, 'y': 0.313852459192276, 'z': -0.15566720068454742}, {'x': 0.453796923160553, 'y': 0.44211384654045105, 'z': -0.15388652682304382}, {'x': 0.5025206804275513, 'y': 0.4865247309207916, 'z': -0.11093840003013611}, {'x': 0.36543503403663635, 'y': 0.49908554553985596, 'z': -0.043610602617263794}, {'x': 0.2981228232383728, 'y': 0.45183929800987244, 'z': -0.18775616586208344}, {'x': 0.44043830037117004, 'y': 0.5638238191604614, 'z': -0.1471484899520874}, {'x': 0.48294270038604736, 'y': 0.5968464612960815, 'z': -0.07514558732509613}, {'x': 0.3083975613117218, 'y': 0.5916087627410889, 'z': -0.05144021660089493}, {'x': 0.2687513828277588, 'y': 0.5591452121734619, 'z': -0.15595278143882751}, {'x': 0.38626229763031006, 'y': 0.6363409757614136, 'z': -0.12676191329956055}, {'x': 0.4215970039367676, 'y': 0.6614891290664673, 'z': -0.07665113359689713}]"
/app/alphabet/images/z/hand2_z_top_seg_4_cropped.jpeg,orig,858,z,"[{'x': 0.59259033203125, 'y': 0.7934656143188477, 'z': 7.256740275352058e-08}, {'x': 0.6739693880081177, 'y': 0.673170268535614, 'z': -0.07283187657594681}, {'x': 0.6873299479484558, 'y': 0.50319904088974, 'z': -0.0986262634396553}, {'x': 0.5784206390380859, 'y': 0.4125884473323822, 'z': -0.12100934982299805}, {'x': 0.46302908658981323, 'y': 0.4298087954521179, 'z': -0.1410151720046997}, {'x': 0.5313557982444763, 'y': 0.36374861001968384, 'z': -0.027599694207310677}, {'x': 0.46596819162368774, 'y': 0.21250909566879272, 'z': -0.07166808843612671}, {'x': 0.4148992896080017, 'y': 0.1210448145866394, 'z': -0.09652628749608994}, {'x': 0.36519527435302734, 'y': 0.0437396764755249, 'z': -0.11634336411952972}, {'x': 0.43948355317115784, 'y': 0.41927477717399597, 'z': -0.0316288024187088}, {'x': 0.3647158443927765, 'y': 0.29329466819763184, 'z': -0.12510526180267334}, {'x': 0.4392670691013336, 'y': 0.3924880027770996, 'z': -0.1540098488330841}, {'x': 0.4853588938713074, 'y': 0.4572795629501343, 'z': -0.14229416847229004}, {'x': 0.37512850761413574, 'y': 0.49309515953063965, 'z': -0.042876217514276505}, {'x': 0.3276093602180481, 'y': 0.42877599596977234, 'z': -0.14915235340595245}, {'x': 0.42642784118652344, 'y': 0.5224779844284058, 'z': -0.14037781953811646}, {'x': 0.46874961256980896, 'y': 0.5720881223678589, 'z': -0.09917725622653961}, {'x': 0.3185732960700989, 'y': 0.5822709202766418, 'z': -0.05874747782945633}, {'x': 0.2832907438278198, 'y': 0.5190107822418213, 'z': -0.12815208733081818}, {'x': 0.3632398843765259, 'y': 0.571744441986084, 'z': -0.10678081959486008}, {'x': 0.400269478559494, 'y': 0.6077316999435425, 'z': -0.07005283981561661}]"
/app/alphabet/images/z/hand4_z_bot_seg_1_cropped.jpeg,orig,859,z,"[{'x': 0.6165328025817871, 'y': 0.7462799549102783, 'z': 1.62710890094786e-07}, {'x': 0.6993196606636047, 'y': 0.6160886883735657, 'z': -0.10081654042005539}, {'x': 0.6872690916061401, 'y': 0.4381151795387268, 'z': -0.14575347304344177}, {'x': 0.5879198312759399, 'y': 0.3099250793457031, 'z': -0.1853332668542862}, {'x': 0.4560026228427887, 'y': 0.24641211330890656, 'z': -0.21884523332118988}, {'x': 0.5315545797348022, 'y': 0.30103105306625366, 'z': -0.03077649511396885}, {'x': 0.4282355308532715, 'y': 0.17607569694519043, 'z': -0.09666436910629272}, {'x': 0.33932095766067505, 'y': 0.09686434268951416, 'z': -0.12844543159008026}, {'x': 0.25205403566360474, 'y': 0.04475337266921997, 'z': -0.14788314700126648}, {'x': 0.44331544637680054, 'y': 0.36626848578453064, 'z': -0.024499069899320602}, {'x': 0.3902228772640228, 'y': 0.253583699464798, 'z': -0.13373792171478271}, {'x': 0.4971628189086914, 'y': 0.3814045786857605, 'z': -0.1527618169784546}, {'x': 0.5387776494026184, 'y': 0.4383156895637512, 'z': -0.12937907874584198}, {'x': 0.37427520751953125, 'y': 0.4449889659881592, 'z': -0.03302871063351631}, {'x': 0.3254794180393219, 'y': 0.3604411482810974, 'z': -0.1706039011478424}, {'x': 0.4547589123249054, 'y': 0.4868122637271881, 'z': -0.1445479840040207}, {'x': 0.4947861433029175, 'y': 0.5428714156150818, 'z': -0.08419810235500336}, {'x': 0.30562078952789307, 'y': 0.5420559644699097, 'z': -0.04821952059864998}, {'x': 0.2795613408088684, 'y': 0.47504711151123047, 'z': -0.1544715166091919}, {'x': 0.3887341320514679, 'y': 0.5524601936340332, 'z': -0.13415437936782837}, {'x': 0.4274425804615021, 'y': 0.5938620567321777, 'z': -0.09065002202987671}]"
/app/alphabet/images/z/hand2_z_left_seg_2_cropped.jpeg,orig,860,z,"[{'x': 0.6206011772155762, 'y': 0.7708219885826111, 'z': -5.569704697450106e-08}, {'x': 0.6900376081466675, 'y': 0.6303495764732361, 'z': -0.06752847135066986}, {'x': 0.6517128944396973, 'y': 0.4521786868572235, 'z': -0.08457070589065552}, {'x': 0.501198410987854, 'y': 0.3871361315250397, 'z': -0.10003096610307693}, {'x': 0.38763806223869324, 'y': 0.4308328628540039, 'z': -0.11123497784137726}, {'x': 0.5237697958946228, 'y': 0.3222731649875641, 'z': 0.007570099085569382}, {'x': 0.43586963415145874, 'y': 0.18474243581295013, 'z': -0.016430994495749474}, {'x': 0.375585675239563, 'y': 0.10461944341659546, 'z': -0.03386646509170532}, {'x': 0.3206753730773926, 'y': 0.03977665305137634, 'z': -0.05278928577899933}, {'x': 0.42872437834739685, 'y': 0.3770115375518799, 'z': 0.005921230185776949}, {'x': 0.3531738519668579, 'y': 0.2630000412464142, 'z': -0.057136762887239456}, {'x': 0.43030285835266113, 'y': 0.35397952795028687, 'z': -0.07606801390647888}, {'x': 0.47116267681121826, 'y': 0.4091131091117859, 'z': -0.06620319932699203}, {'x': 0.3610982298851013, 'y': 0.45002925395965576, 'z': -0.005078107118606567}, {'x': 0.2820955812931061, 'y': 0.3573594093322754, 'z': -0.07752411812543869}, {'x': 0.3720152676105499, 'y': 0.4295158386230469, 'z': -0.06479420512914658}, {'x': 0.4133789837360382, 'y': 0.48130327463150024, 'z': -0.0333055816590786}, {'x': 0.30296996235847473, 'y': 0.5426815748214722, 'z': -0.02282121032476425}, {'x': 0.24947042763233185, 'y': 0.46617114543914795, 'z': -0.07188452780246735}, {'x': 0.31758347153663635, 'y': 0.4985392689704895, 'z': -0.052170563489198685}, {'x': 0.3551594913005829, 'y': 0.5359925031661987, 'z': -0.02424711547791958}]"
/app/alphabet/images/z/hand3_z_dif_seg_5_cropped.jpeg,orig,861,z,"[{'x': 0.6051308512687683, 'y': 0.8065655827522278, 'z': -5.238024982645584e-07}, {'x': 0.6815436482429504, 'y': 0.6987733244895935, 'z': -0.11919707804918289}, {'x': 0.6756576299667358, 'y': 0.5522117018699646, 'z': -0.1617690771818161}, {'x': 0.526732861995697, 'y': 0.4779779314994812, 'z': -0.1875726729631424}, {'x': 0.3849635124206543, 'y': 0.47272610664367676, 'z': -0.2022702544927597}, {'x': 0.580748438835144, 'y': 0.3272739052772522, 'z': -0.06962709873914719}, {'x': 0.47569185495376587, 'y': 0.17097382247447968, 'z': -0.13218726217746735}, {'x': 0.39429840445518494, 'y': 0.09236323833465576, 'z': -0.16853852570056915}, {'x': 0.33375710248947144, 'y': 0.027086257934570312, 'z': -0.19218476116657257}, {'x': 0.4588150680065155, 'y': 0.3909660577774048, 'z': -0.04778313636779785}, {'x': 0.37162983417510986, 'y': 0.3189689815044403, 'z': -0.12142203003168106}, {'x': 0.416732519865036, 'y': 0.46821486949920654, 'z': -0.1333552896976471}, {'x': 0.466778963804245, 'y': 0.5142917037010193, 'z': -0.1209946870803833}, {'x': 0.36250871419906616, 'y': 0.46273910999298096, 'z': -0.0421295091509819}, {'x': 0.2652326822280884, 'y': 0.37579819560050964, 'z': -0.13199177384376526}, {'x': 0.33036890625953674, 'y': 0.5136826038360596, 'z': -0.11451146006584167}, {'x': 0.3877358138561249, 'y': 0.5685726404190063, 'z': -0.0786028802394867}, {'x': 0.2961006760597229, 'y': 0.5563668012619019, 'z': -0.047319117933511734}, {'x': 0.20481783151626587, 'y': 0.5098621845245361, 'z': -0.11608373373746872}, {'x': 0.2619308531284332, 'y': 0.5840601921081543, 'z': -0.09826991707086563}, {'x': 0.31993216276168823, 'y': 0.6242631673812866, 'z': -0.06556852161884308}]"
/app/alphabet/images/z/hand2_z_right_seg_2_cropped.jpeg,orig,862,z,"[{'x': 0.6309502124786377, 'y': 0.7806856632232666, 'z': -1.1665670740512724e-07}, {'x': 0.6883955001831055, 'y': 0.6433922052383423, 'z': -0.0783081129193306}, {'x': 0.6923651695251465, 'y': 0.48445993661880493, 'z': -0.10343513637781143}, {'x': 0.5909842848777771, 'y': 0.3893384635448456, 'z': -0.11996680498123169}, {'x': 0.4707857072353363, 'y': 0.40462276339530945, 'z': -0.12908868491649628}, {'x': 0.5200556516647339, 'y': 0.34967148303985596, 'z': -0.04734952747821808}, {'x': 0.43901392817497253, 'y': 0.19625774025917053, 'z': -0.0945967584848404}, {'x': 0.3780761957168579, 'y': 0.11115947365760803, 'z': -0.12271031737327576}, {'x': 0.3156881034374237, 'y': 0.03661876916885376, 'z': -0.14373953640460968}, {'x': 0.43470296263694763, 'y': 0.40921449661254883, 'z': -0.0449972040951252}, {'x': 0.3922332227230072, 'y': 0.3068651556968689, 'z': -0.11698904633522034}, {'x': 0.4863404333591461, 'y': 0.41901877522468567, 'z': -0.13038721680641174}, {'x': 0.517612874507904, 'y': 0.4668685793876648, 'z': -0.11929555982351303}, {'x': 0.3700622618198395, 'y': 0.4802911579608917, 'z': -0.050943370908498764}, {'x': 0.32505741715431213, 'y': 0.4037364721298218, 'z': -0.12514027953147888}, {'x': 0.4300139248371124, 'y': 0.49892252683639526, 'z': -0.09732583165168762}, {'x': 0.45791012048721313, 'y': 0.5456481575965881, 'z': -0.056843116879463196}, {'x': 0.31398922204971313, 'y': 0.5730551481246948, 'z': -0.06507545709609985}, {'x': 0.26639360189437866, 'y': 0.5028098821640015, 'z': -0.10144172608852386}, {'x': 0.3508031666278839, 'y': 0.5382957458496094, 'z': -0.06231686845421791}, {'x': 0.3789389133453369, 'y': 0.5761486291885376, 'z': -0.021848367527127266}]"
/app/alphabet/images/z/hand1_z_dif_seg_2_cropped.jpeg,orig,863,z,"[{'x': 0.5450000166893005, 'y': 0.7679425477981567, 'z': -4.901713168692368e-07}, {'x': 0.6498070955276489, 'y': 0.6809083819389343, 'z': -0.09109517186880112}, {'x': 0.6781138777732849, 'y': 0.495182067155838, 'z': -0.11569596827030182}, {'x': 0.5522873997688293, 'y': 0.36157363653182983, 'z': -0.12905237078666687}, {'x': 0.42406174540519714, 'y': 0.33324527740478516, 'z': -0.1322784125804901}, {'x': 0.574331521987915, 'y': 0.3550267815589905, 'z': -0.045330993831157684}, {'x': 0.5025017857551575, 'y': 0.20227189362049103, 'z': -0.10416416078805923}, {'x': 0.45204290747642517, 'y': 0.12359857559204102, 'z': -0.12240395694971085}, {'x': 0.396049439907074, 'y': 0.045827656984329224, 'z': -0.1343391239643097}, {'x': 0.47676393389701843, 'y': 0.40843817591667175, 'z': -0.036999382078647614}, {'x': 0.4083203673362732, 'y': 0.30908873677253723, 'z': -0.13292331993579865}, {'x': 0.5029822587966919, 'y': 0.4425491690635681, 'z': -0.1347847878932953}, {'x': 0.5358986854553223, 'y': 0.4794318377971649, 'z': -0.10710561275482178}, {'x': 0.4029543995857239, 'y': 0.4699627757072449, 'z': -0.04130440577864647}, {'x': 0.3435281813144684, 'y': 0.40960419178009033, 'z': -0.1640314906835556}, {'x': 0.45254307985305786, 'y': 0.5372160077095032, 'z': -0.12700887024402618}, {'x': 0.47958341240882874, 'y': 0.5745599865913391, 'z': -0.06849130243062973}, {'x': 0.3273489475250244, 'y': 0.5446966886520386, 'z': -0.05191650241613388}, {'x': 0.29172033071517944, 'y': 0.49371710419654846, 'z': -0.13853585720062256}, {'x': 0.3765047788619995, 'y': 0.5804564952850342, 'z': -0.10947327315807343}, {'x': 0.39522331953048706, 'y': 0.6189233064651489, 'z': -0.06727100908756256}]"
/app/alphabet/images/z/hand5_z_dif_seg_1_cropped.jpeg,orig,864,z,"[{'x': 0.5234154462814331, 'y': 0.6909369230270386, 'z': -5.875852480130561e-07}, {'x': 0.6478697657585144, 'y': 0.6269078254699707, 'z': -0.022706713527441025}, {'x': 0.7034300565719604, 'y': 0.4407144784927368, 'z': -0.0282151959836483}, {'x': 0.5795120596885681, 'y': 0.31253910064697266, 'z': -0.0364261269569397}, {'x': 0.44629961252212524, 'y': 0.3042305111885071, 'z': -0.04301323741674423}, {'x': 0.5791563391685486, 'y': 0.28991156816482544, 'z': -0.004228723701089621}, {'x': 0.5462914109230042, 'y': 0.18531465530395508, 'z': -0.021197980269789696}, {'x': 0.4998401701450348, 'y': 0.11092887818813324, 'z': -0.019597623497247696}, {'x': 0.4545271694660187, 'y': 0.05196624994277954, 'z': -0.027360983192920685}, {'x': 0.4587719738483429, 'y': 0.30894115567207336, 'z': -0.021837405860424042}, {'x': 0.49228498339653015, 'y': 0.2735123634338379, 'z': -0.06242778152227402}, {'x': 0.5467410087585449, 'y': 0.42990583181381226, 'z': -0.04368109256029129}, {'x': 0.5472567677497864, 'y': 0.4651733636856079, 'z': -0.017056506127119064}, {'x': 0.3822720944881439, 'y': 0.3553372621536255, 'z': -0.0427883043885231}, {'x': 0.39149153232574463, 'y': 0.33136317133903503, 'z': -0.1097252294421196}, {'x': 0.4736616611480713, 'y': 0.4636495113372803, 'z': -0.059854891151189804}, {'x': 0.4750021994113922, 'y': 0.5098344087600708, 'z': -0.012005364522337914}, {'x': 0.3007969260215759, 'y': 0.4168267548084259, 'z': -0.06485011428594589}, {'x': 0.3096300959587097, 'y': 0.3776256740093231, 'z': -0.11226334422826767}, {'x': 0.37357449531555176, 'y': 0.46672430634498596, 'z': -0.07022307068109512}, {'x': 0.3761255145072937, 'y': 0.5032608509063721, 'z': -0.029953163117170334}]"
/app/alphabet/images/z/hand1_z_right_seg_1_cropped.jpeg,flip,865,z,"[{'x': 0.35568562150001526, 'y': 0.7332545518875122, 'z': -1.6842365369029721e-07}, {'x': 0.2965741753578186, 'y': 0.6391104459762573, 'z': -0.12489189207553864}, {'x': 0.3308705985546112, 'y': 0.5366474390029907, 'z': -0.2103671431541443}, {'x': 0.43680477142333984, 'y': 0.5197065472602844, 'z': -0.28132307529449463}, {'x': 0.5521066784858704, 'y': 0.5369932055473328, 'z': -0.34387287497520447}, {'x': 0.45314812660217285, 'y': 0.3873106837272644, 'z': -0.18367405235767365}, {'x': 0.5795884728431702, 'y': 0.23175320029258728, 'z': -0.30771929025650024}, {'x': 0.6568534970283508, 'y': 0.1602756381034851, 'z': -0.37675827741622925}, {'x': 0.7131304740905762, 'y': 0.10801669955253601, 'z': -0.4167564809322357}, {'x': 0.5328412055969238, 'y': 0.47959771752357483, 'z': -0.1674109548330307}, {'x': 0.6189517378807068, 'y': 0.45282694697380066, 'z': -0.30923593044281006}, {'x': 0.48628365993499756, 'y': 0.5296100974082947, 'z': -0.32186228036880493}, {'x': 0.4154241681098938, 'y': 0.5581739544868469, 'z': -0.3015896677970886}, {'x': 0.5859852433204651, 'y': 0.5830644965171814, 'z': -0.16409727931022644}, {'x': 0.6452245116233826, 'y': 0.5749296545982361, 'z': -0.30212536454200745}, {'x': 0.5058954358100891, 'y': 0.631739616394043, 'z': -0.2592337131500244}, {'x': 0.44378742575645447, 'y': 0.6477733254432678, 'z': -0.1983070820569992}, {'x': 0.6281414031982422, 'y': 0.6888432502746582, 'z': -0.16907928884029388}, {'x': 0.667214572429657, 'y': 0.6694607138633728, 'z': -0.2552550137042999}, {'x': 0.5718753337860107, 'y': 0.7017673850059509, 'z': -0.21728329360485077}, {'x': 0.527110755443573, 'y': 0.7142618298530579, 'z': -0.1694730520248413}]"
/app/alphabet/images/z/hand3_z_dif_seg_3_cropped.jpeg,orig,866,z,"[{'x': 0.6025785803794861, 'y': 0.8006494045257568, 'z': -5.188287559576565e-07}, {'x': 0.6830127835273743, 'y': 0.6917654275894165, 'z': -0.11351724714040756}, {'x': 0.6769205927848816, 'y': 0.550121545791626, 'z': -0.15557099878787994}, {'x': 0.533882200717926, 'y': 0.4748873710632324, 'z': -0.18127627670764923}, {'x': 0.39476558566093445, 'y': 0.46381571888923645, 'z': -0.1959695965051651}, {'x': 0.5856610536575317, 'y': 0.32617804408073425, 'z': -0.0715184137225151}, {'x': 0.48196083307266235, 'y': 0.1733427196741104, 'z': -0.13799604773521423}, {'x': 0.4033399820327759, 'y': 0.09359471499919891, 'z': -0.17644980549812317}, {'x': 0.3430876135826111, 'y': 0.026558518409729004, 'z': -0.2006128877401352}, {'x': 0.4645434319972992, 'y': 0.39054548740386963, 'z': -0.05207487568259239}, {'x': 0.3784900903701782, 'y': 0.31726735830307007, 'z': -0.12897451221942902}, {'x': 0.425392210483551, 'y': 0.46611154079437256, 'z': -0.13941937685012817}, {'x': 0.4734607934951782, 'y': 0.5098554491996765, 'z': -0.12483584880828857}, {'x': 0.36809852719306946, 'y': 0.46061456203460693, 'z': -0.048426102846860886}, {'x': 0.27135512232780457, 'y': 0.3743323087692261, 'z': -0.13739408552646637}, {'x': 0.34098589420318604, 'y': 0.5105671286582947, 'z': -0.11489909887313843}, {'x': 0.39882832765579224, 'y': 0.5600695013999939, 'z': -0.07555775344371796}, {'x': 0.3007121980190277, 'y': 0.5529725551605225, 'z': -0.05537065491080284}, {'x': 0.2115248143672943, 'y': 0.5049875974655151, 'z': -0.12040586769580841}, {'x': 0.27232012152671814, 'y': 0.5788757801055908, 'z': -0.0979335829615593}, {'x': 0.3310905992984772, 'y': 0.6143585443496704, 'z': -0.06215036287903786}]"
/app/alphabet/images/z/hand2_z_left_seg_1_cropped.jpeg,orig,867,z,"[{'x': 0.6115736365318298, 'y': 0.7624666690826416, 'z': 1.2864571630188948e-08}, {'x': 0.6898132562637329, 'y': 0.6258000135421753, 'z': -0.06837896257638931}, {'x': 0.6500840187072754, 'y': 0.4469384253025055, 'z': -0.08607396483421326}, {'x': 0.49958929419517517, 'y': 0.3779231607913971, 'z': -0.10177972167730331}, {'x': 0.383224219083786, 'y': 0.4242904782295227, 'z': -0.11356011778116226}, {'x': 0.5259302258491516, 'y': 0.3198258578777313, 'z': 0.008105030283331871}, {'x': 0.43314677476882935, 'y': 0.1828843504190445, 'z': -0.014315640553832054}, {'x': 0.3708285689353943, 'y': 0.10318121314048767, 'z': -0.03109508939087391}, {'x': 0.31602686643600464, 'y': 0.04115736484527588, 'z': -0.049250278621912}, {'x': 0.4311407506465912, 'y': 0.37479373812675476, 'z': 0.008639278821647167}, {'x': 0.3572210669517517, 'y': 0.2599124014377594, 'z': -0.058126550167798996}, {'x': 0.43213900923728943, 'y': 0.3488693833351135, 'z': -0.08028191328048706}, {'x': 0.47455233335494995, 'y': 0.4091651439666748, 'z': -0.07063796371221542}, {'x': 0.3625164330005646, 'y': 0.44811469316482544, 'z': 0.000282532797427848}, {'x': 0.28424549102783203, 'y': 0.35301563143730164, 'z': -0.07445807754993439}, {'x': 0.369979590177536, 'y': 0.424427330493927, 'z': -0.06617513298988342}, {'x': 0.410473495721817, 'y': 0.47917041182518005, 'z': -0.03642236813902855}, {'x': 0.3008580207824707, 'y': 0.5391362905502319, 'z': -0.014521189965307713}, {'x': 0.2539149522781372, 'y': 0.46593421697616577, 'z': -0.06749939918518066}, {'x': 0.32052069902420044, 'y': 0.5013176202774048, 'z': -0.05327926576137543}, {'x': 0.35816627740859985, 'y': 0.5376470685005188, 'z': -0.02848692797124386}]"
/app/alphabet/images/z/hand2_z_bot_seg_4_cropped.jpeg,orig,868,z,"[{'x': 0.6036670207977295, 'y': 0.8529806137084961, 'z': -2.467375566084229e-07}, {'x': 0.6830050945281982, 'y': 0.7388367652893066, 'z': -0.10907941311597824}, {'x': 0.6501642465591431, 'y': 0.557559609413147, 'z': -0.14520768821239471}, {'x': 0.49569645524024963, 'y': 0.45638740062713623, 'z': -0.17031121253967285}, {'x': 0.34958404302597046, 'y': 0.4209040403366089, 'z': -0.18764567375183105}, {'x': 0.5494374632835388, 'y': 0.36215531826019287, 'z': -0.038186218589544296}, {'x': 0.4330843389034271, 'y': 0.20269601047039032, 'z': -0.09653457999229431}, {'x': 0.3489002585411072, 'y': 0.10837635397911072, 'z': -0.12614281475543976}, {'x': 0.2782246470451355, 'y': 0.03273537755012512, 'z': -0.1475173830986023}, {'x': 0.4422021210193634, 'y': 0.42610418796539307, 'z': -0.027954215183854103}, {'x': 0.3662334978580475, 'y': 0.30713576078414917, 'z': -0.13459420204162598}, {'x': 0.4475744366645813, 'y': 0.4262857139110565, 'z': -0.1608007699251175}, {'x': 0.4970971345901489, 'y': 0.49005094170570374, 'z': -0.14295922219753265}, {'x': 0.36346325278282166, 'y': 0.5120836496353149, 'z': -0.03201457858085632}, {'x': 0.3016577959060669, 'y': 0.4387759864330292, 'z': -0.16420158743858337}, {'x': 0.4115661680698395, 'y': 0.5503628253936768, 'z': -0.15413373708724976}, {'x': 0.4599747657775879, 'y': 0.5929872989654541, 'z': -0.10657189041376114}, {'x': 0.2984076738357544, 'y': 0.6182880401611328, 'z': -0.043185047805309296}, {'x': 0.24163556098937988, 'y': 0.5529561042785645, 'z': -0.1465338170528412}, {'x': 0.338290274143219, 'y': 0.6214543581008911, 'z': -0.13242599368095398}, {'x': 0.392020046710968, 'y': 0.6508566737174988, 'z': -0.09380779415369034}]"
